year;number
2013;1045
2013;1046
2013;1047
2013;1048
2013;1049
2013;1050
2013;1051
2013;1052
2013;1053
2013;1054
2013;1055
2013;1056
2013;1057
2013;1058
2013;1059
2013;1060
2013;1061
2013;1062
2013;1063
2013;1064
2013;1065
2013;1066
2013;1067
2013;1068
2013;1069
2013;1070
2013;1071
2013;1072
2013;1073
2013;1074
2013;1075
2013;1076
2013;1077
2013;1078
2013;1079
2013;1080
2013;1081
2013;1082
2013;1083
2013;1084
2013;1085
2013;1086
2013;1087
2013;1088
2013;1089
2013;1090
2013;1091
2013;1092
2013;1093
2013;1094
2013;1095
2013;1096
2013;1097
2013;1098
2013;1099
2013;1100
2013;1101
2013;1102
2013;1103
2013;1104
2013;1105
2013;1106
2013;1107
2013;1108
2013;1109
2013;1110
2013;1111
2013;1112
2013;1113
2013;1114
2013;1115
2013;1116
2013;1117
2013;1118
2013;1119
2013;1120
2013;1121
2013;1122
2013;1123
2013;1124
2013;1125
2013;1126
2013;1127
2013;1128
2013;1129
2013;1130
2013;1131
2013;1132
2013;1133
2013;1134
2013;1135
2013;1136
2013;1137
2013;1138
2013;1141
2013;1142
2013;1143
2013;1144
2013;1145
2013;1146
2013;1147
2013;1148
2013;1149
2013;1150
2013;1151
2013;1152
2013;1153
2013;1154
2013;1155
2013;1156
2013;1157
2013;1158
2013;1159
2013;1160
2013;1161
2013;1162
2013;1163
2013;1164
2013;1165
2013;1166
2013;1167
2013;1168
2013;1169
2013;1170
2013;1171
2013;1172
2013;1173
2013;1174
2013;1175
2013;1176
2013;1177
2013;1178
2013;1179
2013;1180
2013;1181
2013;1182
2013;1183
2013;1184
2013;1185
2013;1186
2013;1187
2013;1188
2013;1189
2013;1190
2013;1191
2013;1192
2013;1193
2013;1194
2013;1195
2013;1196
2013;1197
2013;1198
2013;1199
2013;1200
2013;1201
2013;1202
2013;1203
2013;1204
2013;1205
2013;1206
2013;1207
2013;1208
2013;1209
2013;1210
2013;1211
2013;1212
2013;1213
2013;1214
2013;1215
2013;1216
2013;1217
2013;1218
2013;1219
2013;1220
2013;1221
2013;1222
2013;1223
2013;1224
2013;1225
2013;1226
2013;1227
2013;1228
2013;1229
2013;1230
2013;1231
2013;1232
2013;1233
2013;1234
2013;1235
2013;1236
2013;1237
2013;1238
2013;1239
2013;1240
2013;1241
2013;1242
2013;1243
2013;1244
2013;1245
2013;1246
2013;1247
2013;1248
2013;1249
2013;1250
2013;1251
2013;1252
2013;1253
2013;1254
2013;1255
2013;1256
2013;1257
2013;1258
2013;1259
2013;1260
2013;1261
2013;1262
2013;1263
2013;1264
2013;1265
2013;1266
2013;1267
2013;1268
2013;1269
2013;1270
2013;1271
2013;1272
2013;1273
2013;1274
2013;1275
2013;1276
2013;1277
2013;1278
2013;1279
2013;1280
2013;1281
2013;1282
2013;1283
2013;1285
2013;1286
2013;1287
2013;1288
2013;1289
2013;1290
2013;1291
2013;1292
2013;1293
2013;1294
2013;1295
2013;1296
2013;1297
2013;1298
2013;1299
2013;1300
2013;1301
2013;1302
2013;1303
2013;1304
2013;1305
2013;1306
2013;1307
2013;1308
2013;1309
2013;1310
2013;1311
2013;1312
2013;1313
2013;1314
2013;1315
2013;1316
2013;1317
2013;1318
2013;1319
2013;1320
2013;1321
2013;1322
2013;1323
2013;1324
2013;1325
2013;1326
2013;1327
2013;1328
2013;1329
2013;1330
2013;1331
2013;1332
2013;1333
2013;1334
2013;1335
2013;1336
2013;1337
2013;1338
2013;1339
2013;1340
2013;1341
2013;1342
2013;1343
2013;1344
2013;1345
2013;1346
2013;1347
2013;1348
2013;1349
2013;1350
2013;1351
2013;1353
2013;1354
2013;1355
2013;1356
2013;1357
2013;1358
2013;1359
2013;1360
2013;1361
2013;1362
2013;1363
2013;1364
2013;1365
2013;1366
2013;1367
2013;1368
2013;1369
2013;1370
2013;1371
2013;1372
2013;1373
2013;1374
2013;1375
2013;1376
2013;1377
2013;1378
2013;1379
2013;1380
2013;1381
2013;1382
2013;1383
2013;1384
2013;1385
2013;1386
2013;1387
2013;1388
2013;1389
2013;1390
2013;1391
2013;1392
2013;1393
2013;1394
2013;1395
2013;1396
2013;1397
2013;1398
2013;1399
2013;1400
2013;1401
2013;1402
2013;1403
2013;1404
2013;1405
2013;1406
2013;1407
2013;1408
2013;1409
2013;1410
2013;1411
2013;1412
2013;1413
2013;1414
2013;1415
2013;1416
2013;1417
2013;1418
2013;1419
2013;1420
2013;1421
2013;1422
2013;1423
2013;1424
2013;1425
2013;1426
2013;1427
2013;1428
2013;1430
2013;1431
2013;1432
2013;1433
2013;1434
2013;1435
2013;1436
2013;1437
2013;1438
2013;1439
2013;1440
2013;1441
2013;1442
2013;1443
2013;1444
2013;1445
2013;1446
2013;1447
2013;1448
2013;1449
2013;1450
2013;1451
2013;1452
2013;1453
2013;1454
2013;1455
2013;1456
2013;1457
2013;1458
2013;1459
2013;1460
2013;1461
2013;1462
2013;1463
2013;1464
2013;1465
2013;1466
2013;1467
2013;1468
2013;1469
2013;1470
2013;1471
2013;1472
2013;1473
2013;1474
2013;1475
2013;1476
2013;1477
2013;1478
2013;1479
2013;1480
2013;1481
2013;1482
2013;1483
2013;1484
2013;1485
2013;1486
2013;1487
2013;1488
2013;1489
2013;1490
2013;1491
2013;1492
2013;1493
2013;1494
2013;1495
2013;1496
2013;1497
2013;1498
2013;1499
2013;1500
2013;1501
2013;1502
2013;1503
2013;1504
2013;1506
2013;1507
2013;1508
2013;1509
2013;1510
2013;1511
2013;1512
2013;1513
2013;1514
2013;1515
2013;1516
2013;1517
2013;1518
2013;1519
2013;1520
2013;1521
2013;1522
2013;1523
2013;1524
2013;1525
2013;1526
2013;1527
2013;1528
2013;1529
2013;1530
2013;1531
2013;1532
2013;1533
2013;1534
2013;1535
2013;1536
2013;1537
2013;1538
2013;1539
2013;1540
2013;1541
2013;1542
2013;1543
2013;1544
2013;1545
2013;1546
2013;1547
2013;1548
2013;1549
2013;1550
2013;1551
2013;1552
2013;1553
2013;1554
2013;1555
2013;1556
2013;1557
2013;1558
2013;1559
2013;1560
2013;1561
2013;1562
2013;1563
2013;1564
2013;1565
2013;1566
2013;1567
2013;1568
2013;1569
2013;1570
2013;1571
2013;1572
2013;1573
2013;1574
2013;1575
2013;1576
2013;1577
2013;1578
2013;1579
2013;1580
2013;1581
2013;1582
2013;1583
2013;1584
2013;1585
2013;1586
2013;1587
2013;1588
2013;1589
2013;1590
2013;1591
2013;1592
2013;1593
2013;1594
2013;1595
2013;1596
2013;1597
2013;1598
2013;1599
2013;1600
2013;1601
2013;1602
2013;1603
2013;1604
2013;1605
2013;1606
2013;1607
2013;1608
2013;1609
2013;1610
2013;1611
2013;1612
2013;1613
2013;1614
2013;1615
2013;1616
2013;1617
2013;1618
2013;1619
2013;1620
2013;1621
2013;1622
2013;1623
2013;1624
2013;1625
2013;1626
2013;1627
2013;1628
2013;1629
2013;1630
2013;1631
2013;1632
2013;1633
2013;1634
2013;1635
2013;1636
2013;1637
2013;1638
2013;1639
2013;1640
2013;1641
2013;1642
2013;1643
2013;1644
2013;1645
2013;1646
2013;1647
2013;1648
2013;1649
2013;1650
2013;1651
2013;1652
2013;1653
2013;1654
2013;1655
2013;1656
2013;1657
2013;1658
2013;1659
2013;1660
2013;1661
2013;1662
2013;1663
2013;1664
2013;1665
2013;1666
2013;1667
2013;1668
2013;1669
2013;1670
2013;1671
2013;1672
2013;1673
2013;1674
2013;1675
2013;1676
2013;1677
2013;1678
2013;1679
2013;1680
2013;1681
2013;1682
