year;index;data-afisare;data-creare;data-cerere;nr.cerere;regim-h;actiune;tip-lucrari;adresa;titlu
2018;1;3-01-2018;13-12-2017;554540;04-12-2017;S+P+E;modificari interioare,modificare solutie;locuinte unifamiliale-izolate;"judetul Cluj, Strada Arghezi Tudor, nr. 19 prov";"MODIFICARE DE SOLUTIE LA CASA UNIFAMILIALA S+P+E AUTORIZATA CU A.C. NR.1347 DIN 21.10.2013 SI NR.516 DIN 15.05.2014 Modificari propuse: modificari interioare si la fatade, reconfigurarea platformelor carosabile si a circulatiilor pietonale, renuntare la plantatiile propuse – cu incadrarea in limitele avizelor/acordurilor obtinute pentru autorizatia initiala"
2018;2;4-01-2018;11-12-2017;551326;29-11-2017;Dp+P+M;extindere,modificare solutie,continuare lucrari,amenajare;locuinte unifamiliale-izolate,balcon,amenajari exterioare,amenajari interioare;"judetul Cluj, JOSIKA SAMUEL  nr. 35 – casa C56";"CONTINUARE DE LUCRĂRI CU MODIFICARE SOLUTIE CONSTRUCTIVA A  A.C.NR. 89 DIN 27.01.2011 emisă pentru   CLĂDIRE Dp+P+M cu destinația locuință unifamilială  și amenajări exterioare .  Modificările  propuse  sunt următoarele: recompartimentări interioare  , modificare dimensiuni balcon  și terasă  , modificare goluri  la faţade, amenajare platforme exterioare și trotuare perimetrale casei , amenajare depozit la demisol, executAre șemineu + coș de fum pe fațadă .  Modificările propuse se   încadrează  în limitele avizelor şi acordurilor inițiale."
2018;3;4-01-2018;28-12-2017;574423;14-12-2017;;bransare;;"judetul Cluj, Regina Maria, nr. 29B";"BRANSAMENT GAZE NATURALE DE PRESIUNE REDUSA (in montaj subteran) SI P.R."
2018;4;5-01-2018;27-11-2017;528384;17-11-2017;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Voronet, , nr. nr. 78D";"LOCUINTA UNIFAMILIALA CU REGIM DE INALTIME S+P+E AMENAJARI EXTERIOARE conform Sentintei Civile nr. 1265/2017."
2018;5;5-01-2018;05-01-2018;576880;15-12-2017;;amplasare;;"judetul Cluj, N. Titulescu, nr. 12";"AMPLASARE PLATFORMA SUBTERANA  PENTRU COLECTAREA SELECTIVA A DESEURILOR MENAJERE"
2018;6;5-01-2018;05-12-2017;511788;08-11-2017;;construire;;"judetul Cluj, municipiul Cluj-Napoca, Alexandru Vaida Voevod, nr. 59";"MODIFICARE PROIECT AUTORIZAT CU AC NR.119/2016 - SCHIMBARE FUNCTIONALA PARTIALA - CORP 3"
2018;7;5-01-2018;05-01-2018;511795;08-11-2017;2S+P+6E,P;modificare solutie,schimbare destinatie;birouri,comert,amenajari interioare;"judetul Cluj, Strada Vaida Voevod Alexandru, nr. 59";"MODIFICARE DE SOLUTIE LA IMOBIL 2S+P+6E - CORP 4 (cu subsoluri comune cu corpurile 2 si 3) AUTORIZAT CU A.C. NR.121 DIN 27.01.2016 Modificari propuse: recompartimentari interioare, schimbare de destinatie din birouri in spatii comerciale si locuire colectiva pentru profesori si profesori vizitatori (47 unitati locative) – cu incadrarea in prevederile P.U.G. aprobat cu H.C.L. nr.792/1999 si nr.515/2009."
2018;8;5-01-2018;04-01-2018;576481;15-12-2017;;urgenta;;"judetul Cluj, Piata Horea Closca si Crisan";"INTERVENTII IN PRIMA URGENTA LA SOCLUL GRUPULUI STATUAR HOREA CLOSCA SI CRISAN"
2018;9;8-01-2018;28-12-2017;568692;12-12-2017;;amenajare;;"judetul Cluj, Strada Mos Ion Roata, nr. FN";"AMENAJARE CIMITIR"
2018;10;8-01-2018;16-12-2017;556636;05-12-2017;;etajare,modificari interioare;locuinte unifamiliale-izolate,amenajari interioare;"judetul Cluj, Strada France Anatole, nr. 33";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE RECOMPARTIMENTARE SI MANSARDARE CASĂ UNIFAMILIALĂ AUTORIZATE CU A.C. nr.468/23.04.2015. Modificarile propuse: modificari interioare si fatade, se incadreaza in limitele avizelor si acordurilor obtinute."
2018;11;8-01-2018;05-01-2018;581253;19-12-2017;P,S+P+3E+M/,S+P+2E+M;construire,extindere,modernizare,amenajare;locuinte unifamiliale-insiruite,locuinte colective,comert,amenajari exterioare;"judetul Cluj, Aurel Vlaicu, nr. 170,170A";"Intrare in legalitate conform P.V.C.S.C nr. 080064 din 6.11.2017- Modificarea solutiei constructive autorizate cu AC nr. 649 din 2.06.2015 -” Extindere si modernizare constructie existenta - imobil mixt (locuinte colective si spatii comerciale) si construire locuinta colectiva, amenajari exterioare- parcari auto, zona verde, loc de joaca pentru copii si  PG.  Numarul total de locuinte 20. Regimul final de inaltime S+P+3E+M/ S+P+2E+M” Modificarile executate: modificare regim de inaltime la corpul din spate din S+P+2E+M in S+P+3E+Er, modificari de goluri la fatada principala, amenajari exterioare cu incadrarea in limitele avizelor si acordurilor obtinute. Numarul total de locuinte 21."
2018;12;9-01-2018;28-11-2017;530224;20-11-2017;P+M;extindere,modificare solutie,continuare lucrari;locuinte unifamiliale-izolate,garaj,balcon;"judetul Cluj, Toma Caragiu, nr. 26";"CCONTINUARE DE LUCRARI CU MODIFICARE DE SOLUTIE LA CASA UNIFAMILIALA P+M AUTORIZATA CU A.C. NR.91 DIN 27.01.2011. Modificari propuse: executare cos de fum, modificarea balconului de pe fatada posterioara si a finisajelor, renuntare la usa garajului de pe fatada posterioara – cu incadrarea in limitele avizelor/acordurilor obtinute pentru autorizatia initiala."
2018;13;9-01-2018;09-01-2018;554330;04-12-2017;;bransare,amplasare;;"judetul Cluj, Strada Tamasi Aron, nr. 20";"BRANSAMENT GAZE NATURALE PRESIUNE REDUSA. In urmatoarele conditii: Lucrarile se vor executa in baza autorizatiei de spargere, cu respectarea conditiilor din avizele si studiile obtinute. La finalizarea lucrarii terenul se va readuce in starea initiala.  Executantul va obtine acordul Politiei Rutiere Cluj inainte de inceperea lucrarilor, pentru semnalizarea corespunzatoare a acestora si impunerea restrictiilor pe drumul public. Amplasarea cutiilor aferente PRM-urilor existente/propuse se va realiza la limita dintre proprietatile private si domeniul public, fara afectarea domeniului public."
2018;14;9-01-2018;16-12-2017;555339;04-12-2017;;bransare;;"judetul Cluj, Sebesului, nr. 16";"BRANSAMENT APA SI RACORD CANAL. In urmatoarele conditii: Lucrarile se vor executa in baza autorizatiei de spargere, cu respectarea conditiilor din avizele si studiile obtinute. La finalizarea lucrarii terenul se va readuce in starea initiala.  Executantul va obtine acordul Politiei Rutiere Cluj inainte de inceperea lucrarilor, pentru semnalizarea corespunzatoare a acestora si impunerea restrictiilor pe drumul public."
2018;15;9-01-2018;16-12-2017;559528;06-12-2017;;bransare;;"judetul Cluj, Strada Buna Ziua, nr. 35D pr";"BRANSAMENT APA SI RACORD CANAL. In urmatoarele conditii: Lucrarile se vor executa in baza autorizatiei de spargere, cu respectarea conditiilor din avizele si studiile obtinute. La finalizarea lucrarii terenul se va readuce in starea initiala.  Executantul va obtine acordul Politiei Rutiere Cluj inainte de inceperea lucrarilor, pentru semnalizarea corespunzatoare a acestora si impunerea restrictiilor pe drumul public."
2018;16;9-01-2018;16-12-2017;560127;06-12-2017;Dp+P+M;extindere,etajare,modificari interioare,modernizare;locuinte unifamiliale-izolate;"judetul Cluj, Zona Colonia Sopor, nr. 40A";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE MODERNIZARE, EXTINDERE SI MANSARDARE LOCUINTA EXISTENTA, REGIM DE INALTIME Dp+P+M, AUTORIZATE CU A.C. nr.1456/22.12.2014. Modificarile propuse: modificari interioare si fatade, se incadreaza in limitele avizelor si acordurilor obtinute."
2018;17;9-01-2018;16-12-2017;561946;07-12-2017;;bransare,amplasare;;"judetul Cluj, Antonina de Gerando, nr. 9";"BRANSAMENT GAZE NATURALE PRESIUNE REDUSA. In urmatoarele conditii: Lucrarile se vor executa in baza autorizatiei de spargere, cu respectarea conditiilor din avizele si studiile obtinute. La finalizarea lucrarii terenul se va readuce in starea initiala.  Executantul va obtine acordul Politiei Rutiere Cluj inainte de inceperea lucrarilor, pentru semnalizarea corespunzatoare a acestora si impunerea restrictiilor pe drumul public. Amplasarea cutiilor aferente PRM-urilor existente/propuse se va realiza la limita dintre proprietatile private si domeniul public, fara afectarea domeniului public."
2018;18;9-01-2018;06-12-2017;522992;15-11-2017;;construire;;"judetul Cluj, Strada Bisericii Ortodoxe, nr. 20";"INTRARE IN LEGALITATE - DESFIINTARE CORP C1"
2018;19;9-01-2018;09-01-2018;503072;03-11-2017;;construire,amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, Strada Frunzisului, nr. 88A";"LOCUINTE COLECTIVE 3S+P+M+14E+Er-CORP 4-DIN ANSAMBLUL MULTIFUNCTIONAL CONFORM PUZ str. FRUNZISULUI aprobat cu HCL 336/2015, AMENAJARI EXTERIOARE"
2018;20;10-01-2018;18-12-2017;562627;07-12-2017;;amplasare;comert,marcare;"judetul Cluj, Strada Vlaicu Aurel, nr. 1, bl. N, et. parter, ap. 147";"AMPLASARE FIRMA LUMINOASA SI MODIFICARE FATADE PENTRU SPATIU COMERCIAL"
2018;21;10-01-2018;21-12-2017;582113;19-12-2017;;bransare;;"judetul Cluj, ION BUDAI DELEANU, nr. 1";"BRANSAMENT APA SI RACORD CANAL"
2018;22;10-01-2018;28-12-2017;565905;11-12-2017;;bransare;;"judetul Cluj, Borhanciului, Strada, nr. 18";"BRANSAMENT GAZ PRESIUNE REDUSA"
2018;23;10-01-2018;11-12-2017;562629;07-12-2017;;modificari interioare;locuinte unifamiliale-izolate,servicii;"judetul Cluj, municipiul Cluj-Napoca, Mogosoaia, Strada, nr. 7/2";"SCHIMBARE PARTIALA DE DESTINATIE DIN LOCUINTA IN SPATIU DE SERVICII PROFESIONALE, MODIFICARI INTERIOARE SI REALIZARE ACCES DIN CASA SCARII"
2018;24;10-01-2018;27-12-2017;561433;07-12-2017;;bransare;;"judetul Cluj, Borhanciului, Strada, nr. 11 prov.";"4 BRANSAMENTE DE APA SI 4 RACORDURI CANAL"
2018;25;11-01-2018;21-12-2017;556481;05-12-2017;;construire;imprejmuire;"judetul Cluj, municipiul Cluj-Napoca, strada Salviei, nr. 17";"IMPREJMUIRE IN SISTEM PROVIZORIU"
2018;26;11-01-2018;10-01-2018;583599;20-12-2017;;construire;;"judetul Cluj, Strada Tipografiei, nr. 17";"REVITALIZAREA TURNULUI POMPIERILOR"
2018;27;11-01-2018;20-12-2017;562606;07-12-2017;;amplasare;marcare;"judetul Cluj, Republici, nr. 109";"AMPLASARE A DOUA FIRME LUMINOASE PE FATADA IMOBILULUI"
2018;28;11-01-2018;15-12-2017;559512;06-12-2017;;extindere,modernizare;;"judetul Cluj, Strada Bratianu Ion I. C., nr. 3";"EXTINDERE SPATII DEPOZITARE SUBSOL MODERNIZARE INSTALATII INTERIOARE I CADRUL BNR   SUCURSALA REGIONALA CLUJ"
2018;29;11-01-2018;20-12-2017;564942;08-12-2017;;modificari interioare,schimbare destinatie,amenajare,amplasare;comert,amenajari interioare;"judetul Cluj, Horea, nr. 2, et. parter, ap. 1";"SCHIMBARE DESTINATIE DIN SPATIU LOCATIV IN SPATIU COMERCIAL, AMENAJARI INTERIOARE, REALIZARE ACCES DIN SPATIU PUBLIC, MODIFICARI INTERIOARE, AMPLASARE FIRMA PE FATADA"
2018;30;11-01-2018;18-12-2017;528022;17-11-2017;;construire;imprejmuire;"judetul Cluj, Strada Trifoiului, nr. 29B";"IMPREJMUIRE PROVIZORIE PROPRIETATE"
2018;31;12-01-2018;19-12-2017;569653;12-12-2017;;construire;imprejmuire;"judetul Cluj, Strada Trifoiului, nr. 29C";"IMPREJMUIRE PROVIZORIE PROPRIETATE  Durata de existenta a imprejmuirii: 5 ani"
2018;32;12-01-2018;14-12-2017;569446;12-12-2017;;construire;;"judetul Cluj, Carpenului, nr. 34 prov";"BRANSAMENT APA"
2018;33;12-01-2018;19-12-2017;576248;15-12-2017;;bransare;;"judetul Cluj, Strada Dunarii, nr. 23";"BRANSAMENT GAZE NATURALE  PRESIUNE REDUSA SI POST DE REGLARE"
2018;34;12-01-2018;08-01-2018;559843;06-12-2017;;bransare;;"judetul Cluj, Cisnadie, nr. 3";"BRANSAMENT GAZE NATURALE"
2018;35;12-01-2018;05-01-2018;562352;7-12-2017;;construire;;"judetul Cluj, Strada Fagetului";"BRANSAMENT ELECTRIC"
