year;number
2014;1
2014;2
2014;3
2014;4
2014;5
2014;6
2014;7
2014;8
2014;9
2014;10
2014;11
2014;12
2014;13
2014;14
2014;15
2014;16
2014;17
2014;18
2014;19
2014;20
2014;21
2014;22
2014;23
2014;24
2014;25
2014;26
2014;27
2014;28
2014;29
2014;30
2014;31
2014;32
2014;33
2014;34
2014;35
2014;36
2014;37
2014;38
2014;39
2014;40
2014;41
2014;42
2014;43
2014;44
2014;45
2014;46
2014;47
2014;48
2014;49
2014;50
2014;51
2014;52
2014;53
2014;54
2014;55
2014;56
2014;57
2014;58
2014;59
2014;60
2014;61
2014;62
2014;63
2014;64
2014;65
2014;66
2014;67
2014;68
2014;69
2014;70
2014;71
2014;72
2014;73
2014;74
2014;75
2014;76
2014;77
2014;78
2014;79
2014;80
2014;81
2014;82
2014;83
2014;84
2014;85
2014;86
2014;87
2014;88
2014;89
2014;90
2014;91
2014;92
2014;93
2014;94
2014;95
2014;96
2014;97
2014;98
2014;99
2014;100
2014;101
2014;102
2014;103
2014;104
2014;105
2014;106
2014;107
2014;108
2014;109
2014;110
2014;111
2014;112
2014;113
2014;114
2014;115
2014;116
2014;117
2014;118
2014;119
2014;120
2014;121
2014;122
2014;123
2014;124
2014;125
2014;126
2014;127
2014;128
2014;129
2014;130
2014;131
2014;132
2014;133
2014;134
2014;135
2014;136
2014;137
2014;138
2014;139
2014;140
2014;141
2014;142
2014;143
2014;144
2014;145
2014;146
2014;147
2014;148
2014;149
2014;150
2014;151
2014;152
2014;153
2014;154
2014;155
2014;156
2014;157
2014;158
2014;159
2014;160
2014;161
2014;162
2014;163
2014;164
2014;165
2014;166
2014;167
2014;168
2014;169
2014;170
2014;171
2014;172
2014;173
2014;174
2014;175
2014;176
2014;177
2014;178
2014;179
2014;180
2014;181
2014;182
2014;183
2014;184
2014;185
2014;186
2014;187
2014;188
2014;189
2014;190
2014;191
2014;192
2014;193
2014;194
2014;195
2014;196
2014;197
2014;198
2014;199
2014;200
2014;201
2014;202
2014;203
2014;204
2014;205
2014;207
2014;208
2014;209
2014;210
2014;211
2014;212
2014;213
2014;214
2014;215
2014;216
2014;217
2014;218
2014;219
2014;220
2014;221
2014;222
2014;223
2014;224
2014;225
2014;226
2014;227
2014;228
2014;229
2014;230
2014;231
2014;232
2014;233
2014;234
2014;235
2014;236
2014;237
2014;238
2014;239
2014;240
2014;241
2014;242
2014;243
2014;244
2014;245
2014;246
2014;247
2014;248
2014;249
2014;250
2014;251
2014;252
2014;253
2014;254
2014;255
2014;256
2014;257
2014;258
2014;259
2014;260
2014;261
2014;262
2014;263
2014;264
2014;265
2014;266
2014;267
2014;268
2014;269
2014;270
2014;271
2014;272
2014;273
2014;274
2014;275
2014;276
2014;277
2014;278
2014;279
2014;280
2014;281
2014;282
2014;283
2014;284
2014;285
2014;286
2014;287
